Fuente;Mensaje;Etiqueta;Descripcion
VIDEO;POR QUÉ LE TENÍAS QUE DAR ME ENCORAZONA A LA FOTO DE ESE PATA AH? AHORA VA A CREER QUE QUIERES ALGO CON EL! LO PREFIERES SOBRE MI NO? ES MAS GUAPO??;2;CELOS
TWEET;por que me dejas de lado? Si yo confio en ti y tu tan callada o es que no quieres que se te escape algun secreto como no sé que estás con otro quizá??;2;CELOS
VIDEO;POR QUÉ ME SOLTASTE LA MANO CUANDO LLEGARON TUS AMIGOS? TE AVERGUENZO? NO QUIERES QUE SEPAN QUE ESTAS CONMIGO? LOS PREFIERES A ELLOS?;2;CELOS
BLOG;Por que me soltastes la mano cuando llegaron tus amigos? Te doy vergüenza? O se molesta tu amante?;2;CELOS
VIDEO;Por que me soltastes la mano cuando llegaron tus amiguitos? NO QUIERES QUE SE PONGA CELOSO TU AMANTE? ;2;CELOS
VIDEO;POR QUÉ NO BLOQUEASTE A TU EX? Y ENCIMA AHORA LE DA LIKE A TUS FOTOS! QUE SE CREE ESE IDIOTA?;2;CELOS
BLOG;POR QUE NO CENAMOS? SEGURO QUE YA COMISTE CON ALGUIEN SOLO CENA O TAMBIEN CACHARON?;2;CELOS
VIDEO;Por que no contestas? Estas con esos weones cierto? Tu flaco soy yo!!! No tienes por qué estar con ellos!!;2;CELOS
BLOG;POR QUE NO ME CONTESTAS EL CELULAR? ESTAS CON EL WEON ESE QUE TE PERSIGUE A TODOS LADO? ESTE QUIERE QUE LE CAIGA NO? QUE NO ME PROVOQUE!!;2;CELOS
VIDEO;por que no me contestas? Estabas ocupada? Seguro tirando con ese amigo tuyo que tanto defiendes!! No no me creas idiota! Se que tienes algo con el!!! ;2;CELOS
VIDEO;POR QUE PASAS TANTO TIEMPO CON EL  TARADO DE DAVID? ES TU NUEVO AMANTE O QUE? TU FLACO SOY YO!!! Y A MI NO ME HACES CASO :(;2;CELOS
BLOG;POR QUE PASAS TANTO TIEMPO CON EL BABOSO ESE? TREMENDO HUEVON;2;CELOS
BLOG;POR QUÉ SALES EN LÍNEA EN WSP SI YA NOS DESPEDIMOS? CON QUIEN TE HAS QUEDADO HABLANDO TAN TARDE? POR QUÉ LO PREFIERES ANTES QUE A MI?;2;CELOS
BLOG;POR QUE SALES EN LINEA SI YA NO ESTÁS HABLANDO CONMIGO EN WSP?;2;CELOS
VIDEO;por que siempre esta cerca ese men!!! TU ERES MI FLACA!!! QUIERE QUE LE SAQUE LA RSM?? NO ME GUSTA QUE SE TE ACERQUE MARIELA! TE ESTOY AVISANDO!;2;CELOS
VIDEO;POR QUÉ SIEMPRE ME ESTÁS DANDO CELOS CON OTRO HOMBRE? TU ME PROVOCAS A PROPÓSITO! POR QUÉ ERES ASÍ CONMIGO?? DATE A RESPETAR!!;2;CELOS
BLOG;POR QUE TAN ARREGLADA?? A DONDE VAS Y CON QUIEN? NO ME HABIAS DICHO NADA! PASO POR TI SI?;2;CELOS
BLOG;POR QUE TAN MAQUILLADA A DONDE VAS? POR QUE NO ME HABIAS DICHO? NO IBAS A DECIRME NO? TU SIEMPRE ME OCULTAS COSAS;2;CELOS
BLOG;por qué tardaste tanto? Si ni siquiera habia trafico? A no ser que hallas estado en otro lado primero? Cuentame quiero saberlo todo;2;CELOS
BLOG;Por qué te arreglas tanto si vas ahí no más. O TIENES ALGO CON EL CHICO DE LA TIENDA? POR QUE ERES ASI CONMIGO SI YO TE AMO!!!!;2;CELOS
BLOG;POR QUE TE HAS MAQUILLADO TANTO? CON QUIEN TE VAS A VER? NO SOY IDIOTA NIÑA! NO ME QUIERAS ENGAÑAR!;2;CELOS
BLOG;Por que te puso me gusta ? Que se cree? Tu eres mi novia! Mia!!!!;2;CELOS
VIDEO;POR QUÉ TE TIENE QUE ESTAR HABLANDO? QUIEN CHUCHA SE CREE? TU ERES MI ENAMORADA!! NO QUIERO QUE LO VEAS!;2;CELOS
VIDEO;POR QUÉ TENÍAS QUE HABLARLE TANTO RATO A ESE IDIOTA?? SEGURO YA SE ENAMORÓ DE TI! NO ESTOY CELOSO!!!;2;CELOS
VIDEO;POR QUÉ TIENES QUE DUCHARTE TANTO??? POR QUÉ SIEMPRE TIENES QUE ESTAR TAN ARREGLADA??;2;CELOS
PÁGINA WEB DE APOYO PSICOLÓGICO;POR QUÉ TIENES QUE ESTAR COQUETEANDO CON OTROS HOMBRES? NO SON TUS AMIGOS SOLO QUIEREN CACHARTE NO TE DAS CUENTA? YO SOY HOMBRE YO SE COMO PIENSAN!!;2;CELOS
VIDEO;POR QUÉ TIENES QUE SALIR TAN TARDE? A DONDE VAS? MUY TARDE PARA QUE VAYAS SOLA YO TE LLEVO LUEGO TE ESTÁN ACOMPAÑANDO Y SE APROVECHAN PARA ESTAR CONTIGO!!;2;CELOS
BLOG;POR QUE TIENES TANTAS LAMADAS PERDIDAS DE ESE AMIGUITO TUYO?;2;CELOS
BLOG;Por que tienes tantas llamadas perdidas? Quien es ese? POR QUE NO ME HABIAS DICHO NADA DE EL? O ME LO ESTÁS OCULTANDO A PROPÓSITO?;2;CELOS
BLOG;por qué ya no soy tu prioridad? Soy tu enamorado!! Quien se está interponiendo entre nosotros?? Es mejor que yo?;2;CELOS
VIDEO;POR TI ES QUE PARAMOS PELEANDO TU SIEMPRE DEFIENDES A ESE AMIGUITO TUYO! PERO SIEMPRE ME ANDAS PROVOCANDO! COMO QUIERES QUE ME PONGA? TU ERES MI ESPOSA!! NO PUEDO PERMITIR QUE TE VEAN CON NADIE MAS QUE CONMIGO!!!;2;CELOS
BLOG;POR TI ES QUE SIEMPRE PARAMOS PELEANDO! QUIERES DEJARME? QUIERES IRTE CON EL?? PARECE PORQUE SIEMPRE LO DEFIENDES! LO PREFIERES A EL? SOLO DIMELO!!!;2;CELOS
BLOG;por ti peleamos tanto es que no quieres que estemos bien??!!!! Para irte con ese seguro;2;CELOS
BLOG;por ti SIEMPRE ESTAMOS PELEANDO!! yo no soy celoso pero tu me provocas!;2;CELOS
BLOG;porque aun tienes agregado a tu ex? Quien se cree que es? No quiero verte con el ni con ningun hombre! Eliminalo ahora mismo!;2;CELOS
BLOG;porqué tardaste tanto? Se supones que siempre llegas a las 5 y son las 5 y media qué te detuvo en el camino a casa? Por qué no me quieres contar?;2;CELOS
VIDEO;PORTATE BIEN MIKAELA! SI TE VEO CON ALGÚN HOMBRE YA SABES COMO ME VOY A PONER! DERECHITO A LA CASA! NADA DE QUEDARSE HABLANDO CON NADIE!;2;CELOS
BLOG;Préstame tu celular para jugar solo quitale la clave no es una pregunta angela te estoy diciendo que me lo des ahora mismo;2;CELOS
VIDEO;QUE AMIGO NI QUE AMIGO TU TIENES ALGO CON ESE BABOSO! NO ME ENGAÑAS JULY YO TE CONOZCO. AH Y POR QUÉ LO DEFIENDES ENTONCES??;2;CELOS
BLOG;QUE CASUALIDAD HABERTE ECONTRADO!  no no te estoy siguiendo solo intento protegerte;2;CELOS
BLOG;QUE COSA TE TIENE QUE ESTAR CONTANDO SECRETITOS ESE AMIGUITO TUYO AH?;2;CELOS
BLOG;QUE ESTARÁS HACIENDO QUE TE ESCRIBO Y NO ME CONTESTAS MANDAME FOTOS PARA VER DONDE ESTÁS!;2;CELOS
VIDEO;QUÉ ME ESTÁS OCULTANDO? ESTÁS RARA DESDE AYER QUE TE ENCONTRASTE CON TU EX ES QUE YA VOLVIERON? YA SOY CACHUDO? ME SACASTE LA VUELTA??!!;2;CELOS
BLOG;qué tanto haces que no me contestas el teléfono? Quien te tiene tan ocupada que no me contestas a mi?;2;CELOS
BLOG;Que tanto lo miras? acaso no tienes novio? Por esa actitud tuya peleamos tanto!!!;2;CELOS
BLOG;QUE TE TIENEN QUE ESTAR VIENDO ESOS BABOSOS EL TRASERO? TE PONES ALGO MAS ANCHO O TAMBIEN VAS A DEJAR DE VENIR;2;CELOS
VIDEO;QUEDATE CON EL SI TANTO TE HACE REIR CON SUS MENSAJES! ;2;CELOS
PÁGINA WEB DE APOYO PSICOLÓGICO;QUEDATE CON ESE HUEVÓN SI TANTO TE GUSTA HABLAR CON EL A MI ME DEJAS DE LADO YO SOY TU ENAMORADO!!;2;CELOS
TWEET;Quien carajos es el que tanto te escribe? NO TIENE NADA MEJOR QUE HACER QUE ESCRIBIRLE  A MI NOVIA?;2;CELOS
TWEET;Quien chucha te escribe tanto Y ENCIMA TARDE? ME ESTÁS OCULTANDO ALGO?;2;CELOS
VIDEO;QUIEN ERA ESE QUE TE ACOMPAÑÓ A TU PARADERO POR QUE ESTABA TAN CERCA DE TI? NO SABE QUE TIENES FLACO??;2;CELOS
BLOG;quien era ese? no quiero que vayas a verte con tus amiguitos. Tu tienes a otro!;2;CELOS
BLOG;QUIEN ES ESE QUE SE QUEDÓ MIRANDOTE EN LA CALLE? PARECIA QUE TE CONOCIA! ES TU AMANTE?;2;CELOS
BLOG;QUIEN ES ESE QUE TE ESCRIBE HOLA CON UN CORAZÓN??? CREE QUE ERES SOLTERA? O NO LE IMPORTA METERSE EN NUESTRA RELACIÓN?? TIENES QUE ALEJARLO DE TI KATY!;2;CELOS
VIDEO;QUIEN ES ESE QUE TE ESCRIBIO AYER TAN TARDE? ASI TE ESCRIBIA YO CUANDO NOS CONOCIMOS! NO TE DAS CUENTA QUE QUIERE CONTIGO?;2;CELOS
BLOG;QUIEN LE DIJO A ESE BABOSO QUE PODÍA BAILAR CONTIGO? POR QUÉ NO LO RECHAZASTE?;2;CELOS
BLOG;QUIEN SE CREE QUE ES ESE BABOSO PARA ESTAR SALUDANDOTE DE BESO Y DE ABRAZO?;2;CELOS
VIDEO;QUIEN SE HA CREIDO ESE AMIGUITO TUYO PARA ESTAR DANDOLE ME ENCORAZONA A TU FOTO AH? SEGURA QUE ES TU AMIGUITO? PARA MI QUE TIENEN ALGO!!;2;CELOS
TWEET;QUIEN TE ESCRIBE TANTO QUE NO ME CONTESTAS POR CONTESTARLE A ÉL? DE NUEVO TE VOLVIÓ A HABLAR TU EX? TE VAS A IR CON ÉL? AUN LO AMAS!!!;2;CELOS
BLOG;QUIERO QUE NO VAYAS AL INSTITUTO AHORA ERES MI ESPOSA Y NO QUIERO QUE NADIE SE VAYA A ILUSIONAR CONTIGO!;2;CELOS
BLOG;QUIERO QUE TE ALEJES DE TU FAMILIA AHORA ERES MI ESPOSA NO TIENES PORQUE PASAR TANTO TIEMPO CON ELLOS;2;CELOS
BLOG;quiero ver tu celular alguien te ha estado escribiendo un monton de mensajes y no lo sacas para contestar algo me estás ocultando!;2;CELOS
BLOG;Quiero ver tu celular. Aquí hay algo extraño damelo. Qué me ocultas?;2;CELOS
BLOG;Quiero ver tu celular. Que tanto hablas con quien? No es que sea celoso es que te estoy protegiendo;2;CELOS
BLOG;S TE VEO CON EL ME DESCONTROLO Y SOY CAPAZ DE SACARLO DE AQUÍ A GOLPES TU ERES MI ENAMORADA ! MIA!! NO LES PERMITO QUE ME TRATEN ASI!;2;CELOS
BLOG;SABIA QUE ME TRAICIONARIAS HAY MUCHOS HOMBRES EN TU VIDA DEBISTE ALEJARTE DE ELLOS;2;CELOS
PÁGINA WEB DE APOYO PSICOLÓGICO;SAL A SALUDAR AMOR! ESTOY EN LA PUERTA DE TU EDIFICIO! A NO SER QUE NO ESTAS AQUÍ? ANDA SOLO ASOMATE QUIERO VER TU LINDA CARITA ANTES DE IRME;2;CELOS
BLOG;SALISTE MUY TARDE HOY DIA NO? QUE SE QUEDARON HACIENDO? CON TODOS? CON HOMBRES TAMBIEN?;2;CELOS
BLOG;se le nota en la cara que te quiere coger! Alejate de el O LE VOY A TENER QUE SACAR LA MIERDA!;2;CELOS
BLOG;Se nota que te gusta! Tu lo prefieres a el! Se te nota en la cara cuando le contestas lo mensajes! Asi me mirabas a mi cuando recien nos conocimos :(;2;CELOS
PÁGINA WEB DE APOYO PSICOLÓGICO;Sé que has leído mi whatsapp pero no me has contestado qué haces?;2;CELOS
BLOG;SE QUE ME ESTÁS SACANDO LA VUELTA CON EL! NO TE HAGAS LA SANTA!!!;2;CELOS
BLOG;Se te acaba todo el saldo pero nunca me llamas qué raro.;2;CELOS
BLOG;se te olvida que tienes flace? Y por que dejaste que ese patita poca cosa te acompañara al paradero? NO MAMITA SE DICE YA ME VOY Y PUNTO!!!;2;CELOS
BLOG;se van a encontrar con tu amante cuando yo me duerma? O con quien te estas escribiendo tan tarde??;2;CELOS
VIDEO;se ve que los prefieres a ellos que a mi! Y por qué los defiendes?? Te voy a acompañar a esa reunión! No te estoy pidiendo permiso voy a ir y punto! Quiero verlos!;2;CELOS
VIDEO;SEGURA QUE ESTAS EN TU CASA? A VER MANDAME UNA FOTO EN EL BAÑO! APURATE! O QUIERES QUE VAYA A ASEGURARME QUE ESTAS AHÍ??;2;CELOS
BLOG;SEGURA QUE ESTAS EN TU CASA? NO ME ENGAÑES PORQUE ES PEOR PARA TI!;2;CELOS
BLOG;SEGURA QUE ESTAS EN TU CASA? TOMATE UNA FOTO AHORA MISMO Y MANDAMELA NO NO CON UNA CUCHARA EN LA CABEZA PARA VER QUE NO ES DE ANTES;2;CELOS
VIDEO;SEGURA QUE NO TIENES NADA CON EL? ES DIFICIL DE CREER CUANDO SE LA PASA DANDOLE ME ENCORAZONA A TUS FOTOS! QUIEN SE HA CREIDO ESTE MAN? SE LAS VA A VER CONMIGO!;2;CELOS
VIDEO;SEGURA QUE SOLO ES TU AMIGUITO? POR QUE AYER MISMO LE DIO LIKE A TRES DE TUS FOTOS! A TRES! QUIERE CONTIGO O QUE? LO PREFIERES A EL?;2;CELOS
BLOG;SEGURO QUE TE HAS TIRADO A TODOS POR ESO SIEMPRE TE PERSIGUEN A DONDE VAYAS!;2;CELOS
VIDEO;SEGURO TU LOS TRATAS ASI BIEN DULCE Y ESOS HUEVONES CREEN QUE PUEDEN ESTAR TRAS DE TI! NO ME RESPETAS JULIA??  ENTONCES ALEJATE DE ELLOS!!;2;CELOS
BLOG;seguro ya me estás sacando la vuelta! No se puede confiar en ti no es que o sea celoso pero no puedo soportar que me hagas cornudo!;2;CELOS
BLOG;SEGURO YA TE VAS CON EL OTRO Y POR ESO ME DEJAS TAN TEMPRANO;2;CELOS
BLOG;SEGURO YA TE VAS CON TUS AMANTES ;2;CELOS
VIDEO;SERÁ QUE DE VERDAD ESTÁS CAMINO A VER UN CLIENTE? NO SERÁ TU EX NO? MANDAME TU UBICACIÓN CUANDO LLEGUES;2;CELOS
BLOG;SI LE CONTESTAS A ALGUIEN EL TELEFONO ME VAS A DECEPCIONAR! NO PERMITO QUE ME HAGAS CACHUDO!;2;CELOS
BLOG;si le contestas el telefono a tu hermano te las vas a ver conmigo;2;CELOS
BLOG;SI LE CONTESTAS EL TELÉFONO POBRE DE AMBOS! NO QUIERO QUE HABLES CON ÉL!!! QUIERE CONTIGO! NO TE DAS CUENTA??;2;CELOS
BLOG;SI LO PREFIERES A EL PUES QUEDATE CON EL CASATE CON EL SI QUIERES!!! QUE NO ESTOY CELOSO!;2;CELOS
BLOG;SI ME ESTAS SACANDO LOS CUERNOS TE ASEGURO QUE ME VOY A ENTERAR Y MAL PARA AMBOS;2;CELOS
BLOG;SI ME FUERAS INFIEL TENDRIA QUE TENER MUCHO CUIDADO CON TU VIDA SOY MUY CELOSO;2;CELOS
BLOG;SI ME PREOCUPO DONDE ESTAS ES PORQUE LOS HOMBRES SE QUIEREN APROVECHAR DE TI! ;2;CELOS
BLOG;SI ME PROVOCAS SABES QUE ME ENOJO! Y SOY BIEN CAPAZ DE IR Y DARLES UNA PALIZA A LOS DOS PERO MAS A EL!;2;CELOS
BLOG;SI ME SACAS LA VUELTA VE PENSANDO A QUE PAIS MUDARTE PORQUE TE VOY A PERSEGUIR A CUALQUIER LADO;2;CELOS
BLOG;SI NO FUERAS TAN REGALONA NO TE CELARIA TANTO!;2;CELOS
BLOG;Si no querías que te mirase ¿para qué llevas escote? Tú eres la que anda provocandome así que ni te quejes;2;CELOS
VIDEO;SI NO TE CAMBIAS DE ROPA NO VAS A SALIR A NINGÚN LADO! CAMBIATE Y MANDAME FOTO! NO ME PROVOQUES ANDREA NO ESTÁBAMOS PELEANDO!;2;CELOS
BLOG;SI NO TE CELARA ES PORQUE NO TE QUERRIA;2;CELOS
BLOG;SI NO TE COMPORTARAS ASI NO TE PERSEGUIRIAN LOS HOMBRES Y NO ESTARIA TAN CELOSO;2;CELOS
BLOG;Si no tienes nada que ocultar y existe confianza entre nosotros dame todas tus contraseñas.;2;CELOS
VIDEO;SI PELEAMOS ES PORQUE TU ME PROVOCAS HABLANDOLE A OTROS HOMBRES! ASI EMPEZAMOS NOSOTROS! NO QUIERO QUE HABLES CON NADIE MAS! ERES MI ESPOSA!!;2;CELOS
PÁGINA WEB DE APOYO PSICOLÓGICO;si sales así todos los hombres se te van a quedar mirando! Ponte algo encimano quiero tener que ir tras de ti a cuidarte!!;2;CELOS
VIDEO;SI SE TE VE TODO COMO NO TE VAN A ESTAR MIRANDO PUES! COMO SALES ASI! NO ME FALTES EL RESPETO! ME QUIERES SACAR LA VUELTA NO?;2;CELOS
PÁGINA WEB DE APOYO PSICOLÓGICO;si soy celoso es porque se como son los hombres. NO ME ESTOY IMAGINANDO NADA! TE MIRA MUCHO ESE BABOSO!!!;2;CELOS
BLOG;Si soy celoso es porque te quiero! EL DIA QUE NO SEA CELOSO PREOCUPATE!!;2;CELOS
PÁGINA WEB DE APOYO PSICOLÓGICO;si soy celoso es porque te quiero LO PREFIERES A EL? ES MAS GUAPO? MAS DIVERTIDO? ME VAS A DEJAR??;2;CELOS
BLOG;SI TE CELO ES PORQUE TE QUIERO SOLO INTENTO CUIDARTE PERO TU NO COLABORAS LE SIGUES DANDO LIKE A LAS FOTOS DE ESE HUEVÓN!;2;CELOS
BLOG;si te fueras a la universidad no estarías tan arreglada! Dime la verdad! A donde te estás llendo?;2;CELOS
BLOG;SI TE HABLAS CON ALGUN HOMBRE EN LA REUNION DE PADRES DE HOY TE LAS VAS A VER CONMIGO!;2;CELOS
BLOG;Si te pones ese vestido me estás faltando el respeto a mí. Ponte otro ahora mismo!;2;CELOS
BLOG;Si te pones ese vestido me estás faltando el respeto te ves muy coqueta.;2;CELOS
BLOG;SI TE PORTARAS BIEN NO TENDRÍA POR QUE ENCERRARTE CON LLAVE PERO TU HABLAS CON MUCHOS HOMBRES!;2;CELOS
VIDEO;SI TE VEO con algun huevon es que no lo rechazaste es que lo has preferido a el! No te conviene!;2;CELOS
BLOG;SI TE VEO CON OTRO LE SACO LA RSM!!!;2;CELOS
BLOG;SI TE VEO CON OTRO LO MATO A GOLPES TU FLACO SOY YO!! NADIE MAS!!;2;CELOS
BLOG;SI TE VEO CON OTRO LO MATO Y A TI TE CAE POR ENGAÑARME!! POR HACERME CORNUDO!;2;CELOS
VIDEO;SI TE VEO CON OTRO LO MUELO A GOLPES POR ROBAR NOVIAS. QUE RESPETE LO MIO!!;2;CELOS
BLOG;SI TE VEO CON OTRO LO VOY A GOLPEAR TAN DURO QUE NO VA A QUEDAR IGUAL;2;CELOS
VIDEO;SI TE VEO QUE LE DAS LIKE A ALGUNA DE SUS FOTOS ME VOY A MOLESTAR CARLA! MÁS TE VALE PORTARTE BIEN!;2;CELOS
BLOG;si te vuelve a saludar de beso le voy a sacar la mierda a ese amiguito tuyo;2;CELOS
VIDEO;SI TENGO CELOS ES porque te amo!! COMO VOY A PERMITIR QUE A MI ENAMORADA LA ESTÉN LLEVANDO A SU CASA ALGUIEN MAS??;2;CELOS
PÁGINA WEB DE APOYO PSICOLÓGICO;SI TENGO CELOS ES PORQUE TE QUIERO;2;CELOS
VIDEO;SI TIENES QUE HABLAR CON ALGUN HOMBRE TE ALEJAS DE EL MINIMO DOS METROS! PORTATE BIEN VALERIA! NO QUIERO ENOJARME CONTIGO! POR QUÉ ME TIENES QUE PROVOCAR??!!;2;CELOS
BLOG;SI TU NO FUERAS TAN REGALADA YO NO TENDRIA QUE ESTAR CUIDANDOTE PERO HASTA PARECE QUE TE GUSTA! SIEMPRE ME PROVOCAS!!;2;CELOS
VIDEO;SI TU NO FUERAS TAN regalona YO NO TENDRIA POR QUÉ ESTAR CUIDANDOTE! PAREZCO TU HUACHIMÁN EN LUGAR DE TU ENAMORADO! PERO ES QUE NO TE DAS A ERSPETAR!!!;2;CELOS
VIDEO;SI VAS A IR CONMIGO VAS BIEN TAPADITA AH! NO VAS A SALIR COMO PUTA A LA CALLE! NO SOY CELOSO! NADIE TE TIENE QUE MIRAR!;2;CELOS
PÁGINA WEB DE APOYO PSICOLÓGICO;Sólo hablan contigo porque quieren cacharte  es mejor que no contestes sus mensajes amor;2;CELOS
BLOG;Soy celoso pero es porque te quiero mi amor no puedo controlarme POR ESO LE SACARÉ LA CSM;2;CELOS
BLOG;SOY CELOSO PORQUE TE QUIERO SI NO NO TE CELARIA;2;CELOS
VIDEO;tan tarde y te tiene que estar acompañando al paradero ese idiota que siempre te persigue?? Quien se cree que es para pegarsele tanto a mi flaca??;2;CELOS
VIDEO;TE CAMBIAS O NO VAMOS A NINGÚN LADO? NO VAS A IR ASÍ! PARA QUE TE ESTÉN MIRANDO EL POTO TODOS LOS HOMBRES? NO! CAMBIATE AHORA!;2;CELOS
BLOG;TE CELO PORQUE TE QUIERO CUIDO LO QUE ES MIO!;2;CELOS
BLOG;Te celo porque te quiero. ASI QUE PORTATE BIEN QUE NO QUIERO ENOJARME CONTIGO;2;CELOS
BLOG;te estoy protegiendo de ellos yo se como piensan;2;CELOS
VIDEO;TE ESTUVE LLAMANDO PERO SONABA A OCUPADO CON QUIEN HABLABAS? AH MIRA Y POR QUÉ TE TIENE QUE ESTAR LLAMANDO TU EX? YO ESTOY PINTADO O QUE? QUE LO AYUDE ALGUIEN MAS! NO ERES LA UNICA ARQUITECTA!;2;CELOS
BLOG;TE ESTUVE LLAMANDO PERO SONABA A OCUPADO CON QUIEN TENIAS QUE HABLAR TAN TARDE? Y POR QUÉ LE TIENES QUE CONTESTAR??;2;CELOS
VIDEO;TE ESTUVE LLAMANDO PERO SONABA A OCUPADO HABLABAS CON OTRO HOMBRE? HABLABAN DE AMOR? VAS A DEJARME POR EL? ES MEJOR QUE YO?;2;CELOS
VIDEO;Te estuve llamando varias veces qué tanto haces que no podias contestarme? Quien te lo impidió??;2;CELOS
VIDEO;Te estuvieron llamando al celular sonó varias veces no quise contestar vaya a ser alguno de tus amantes pues!!! ;2;CELOS
VIDEO;TE GUSTA SACARME CELOS NO? POR QUÉ TIENES QUE ESTAR HABLANDO CON ELLOS ENTONCES AH? UNA MUJER CON MARIDO NO NECESITA AMIGOS!! MENOS SI SON HOMBRES!;2;CELOS
PÁGINA WEB DE APOYO PSICOLÓGICO;te molestas por todo pero no tomas conciencia de que esos tipos te quieren tirar hace rato! Alejate de ellos;2;CELOS
BLOG;TE NOTO SOSPECHOSA ESTOS DÍAS ME ESTÁS ESCONDIENDO ALGO O MEJOR DICHO A ALGUIEN NO?;2;CELOS
BLOG;TE PONES NERVIOSA CUANDO TE LO DIGO NO? ¿estás escondiendo algo? UN AMANTE QUIZAS? NO ME CREAS IDIOTA MARITA! NO ME PUEDES ENGAÑAR A MI!;2;CELOS
BLOG;TE REGALA TORTEES TE ACOMPAÑA AL PARADERO… ESE PATA QUIERE ALGO CONTIGO Y TU TE HACES LA LOCA ALEJATE DE EL NO QUIERO QUE LO VEAS!;2;CELOS
BLOG;TE VEO MUY CONTENTA Que me ocultas? A QUIEN?;2;CELOS
BLOG;TE VEO SOSPECHOSA! HAS ESTADO ASÍ DESDE QUE VI TU CELULAR HAY ALGO QUE ME ESTÉS ESCONDIENDO? ;2;CELOS
VIDEO;TE VI CONVERSANDO CON EL IDIOTA DEL PANADERO TE QUIERES TIRAR A TODA LA CUADRA O QUE?;2;CELOS
BLOG;TENGO UN MAL PRESENTIMIENTO! HACE DIAS QUE TE ENCUENTRO RARA! COMO QUE ME OCULTARAS ALGO… CON QUIEN ESTUVISTE? POR QUÉ NO QUIERES CONTESTARME?;2;CELOS
BLOG;TIENES A OTRO VERDAD! LO SABIA!!! ESTABAS RARA COMO OCULTANDOME ALGO!;2;CELOS
BLOG;tienes que darte a respetar no puedes estar vestida asi!!! No ves que te todos los hombres de aquí te miran como si te fueran a comer??!!!;2;CELOS
VIDEO;Tienes que ser buena. no me estes provocando Consuelo que sabes cómo me pongo! cuando me enciendo no hay quien me pare;2;CELOS
BLOG;Tienes que ser buena. no me provoques Consuelo que sabes cómo me pongo! cuando me enciendo no hay quien me pare;2;CELOS
PÁGINA WEB DE APOYO PSICOLÓGICO;Todo esto es por tu bien no te pongas asi no ves que intento cuidarte?;2;CELOS
VIDEO;TODOS LOS HOMBRES LO UNICO QUE QUIEREN DE TI ES TIRAR! TE DIGO PORQUE YO SOY HOMBRE! NO PUEDES ESTAR CON ELLOS! NO SOY CELOSO SOLO TE ESTOY INTENTANDO PROTEGER!!;2;CELOS
BLOG;TODOS QUIEREN APROVECHARSE DE TI POR ESO TENGO QUE CUIDARTE;2;CELOS
BLOG;TU AMIGUITO ESE ESTÁ ENAMORADO DE TI! Y TU NO TE DAS CUENTA QUIERO QUE TE ALEJES DE EL. NO ESTOY CELOSO SOLO INTENTO PROTEGERTE!;2;CELOS
BLOG;TU EMPEZASTE POR CONTESTARLE EL TELEFONO A ESE BABOSO TE DIJE QUE NO LO HICIERAS O IBAMOS A PELEAR TU Y YO. NO ME HAGAS RENEGAR NIÑA QUE VA A SER PEOR PARA TI;2;CELOS
BLOG;TU ERES MI FLACA! SI ESE HUEVÓN NO ENTIENDE QUE NO TE PUEDE ESTAR PERSIGUIENDO SE LO VOY A ENSEÑAR A GOLPES! NO SOY CELOSO!!;2;CELOS
BLOG;TU ERES MUY BONITA Y SE QUIEREN APROVECHAR DE TI POR ESO NO PUEDO DEJARTE SOLA NUNCA!;2;CELOS
BLOG;TU LO PREFIERES A EL! POR QUE ME TRAICIONAS SI YO TE HE SIDO FIEL!! NO ES JUSTO QUE ME SAQUES EL CUERNO NO ESTOY IMAGINANDO NADA!! TU ERES UNA MALDITA REGALADA!!;2;CELOS
BLOG;TU ME ESTÁS ENGAÑANDO CON OTRO!! POR QUÉ TIENES QUE ESTARLE COQUETEANDO A ESE VECINITO NUESTRO AH? YA TE SACASTE LOS CUERNOS ACASO??;2;CELOS
BLOG;TU ME ESTÁS ENGAÑANDO ES UN PRESENTIMIENTO PERO MUY FUERTE Y ES POR ALGO!;2;CELOS
BLOG;TU ME ESTÁS ENGAÑANDO! YO LO SOÑE! Y SI LO SOÑÉ FUE POR ALGO!!;2;CELOS
BLOG;TU ME HAS SACADO LOS CUERNOS CON OTRO! YO LO SOÑÉ! Y ESO ES POR ALGO! CONFIESA!!!;2;CELOS
BLOG;tu me provocas y luego te estas quejando! Si te veo con alguien voy a perder el control;2;CELOS
BLOG;TU PUES POR VESTIRTE ASI!!!  PROVOCAS A TODOS!!! NO ESTOY CELOSO SOLO QUIERO PROTEGERTE!;2;CELOS
BLOG;tu quieres que peleemos para irte con él eso te conviene no? Por eso estás haciendo todo esto!;2;CELOS
VIDEO;tu te estás imaginando cosas!!! No estoy celoso!!! Es que tu enamorado no puede cuidarte??;2;CELOS
BLOG;tu tienes a otro no? Solo dimelo! Asi no parezco tu huachiman;2;CELOS
BLOG;TU TIENES A OTRO! POR ESO NO ME CONTESTAS EL CELULAR!;2;CELOS
BLOG;tu tienes amantes! Son varios! Crees que no me doy cuenta pero si! Siempre estan alertas para robarte de mi lado!;2;CELOS
BLOG;TU TIENES UN AMANTE! TE VEO EXTRAÑA YA ME ENGAÑASTE?;2;CELOS
BLOG;tus amiguitos no te dejaban contestar? Que me estás ocultando regalona?;2;CELOS
